Código,Entidade,Região,Cidade,Qualidade do Ar,Poluição da Água,Ano,Produção Anual de Plástico,Participação na emissão global de plásticos para o oceano
NOR,Norway,,,,,2019.0,,0.0
NOR,Norway,,Oslo,74.75728155,14.17525773,,,
NOR,Norway,Trondelag,Trondheim,91.0,9.210526316,,,
NOR,Norway,Vestland,Bergen,80.3030303,17.59259259,,,
NOR,Norway,Nordland,Bodo,100.0,0.0,,,
NOR,Norway,Nordland,Narvik,90.0,100.0,,,
NOR,Norway,Nordland,Mo i Rana,80.0,0.0,,,
NOR,Norway,Viken,Askim,100.0,50.0,,,
NOR,Norway,Troms og Finnmark fylke,Harstad,100.0,75.0,,,
NOR,Norway,Agder,Arendal,87.5,0.0,,,
NOR,Norway,More og Romsdal,Kristiansund,75.0,0.0,,,
NOR,Norway,Innlandet,Hamar,95.0,0.0,,,
NOR,Norway,Innlandet,Lillehammer,85.0,75.0,,,
NOR,Norway,Innlandet,Gjovik,100.0,50.0,,,
NOR,Norway,Viken,Fredrikstad,100.0,50.0,,,
NOR,Norway,Rogaland,Haugesund,95.0,5.0,,,
NOR,Norway,More og Romsdal,Molde,93.75,18.75,,,
NOR,Norway,Viken,Sarpsborg,90.0,0.0,,,
NOR,Norway,Innlandet,Elverum,100.0,12.5,,,
NOR,Norway,Vestfold og Telemark,Skien,85.71428571,8.333333333,,,
NOR,Norway,Vestfold og Telemark,Horten,100.0,0.0,,,
NOR,Norway,Vestfold og Telemark,Sandefjord,75.0,25.0,,,
NOR,Norway,Viken,Moss,80.0,75.0,,,
NOR,Norway,Rogaland,Sandnes,62.5,37.5,,,
NOR,Norway,Vestfold og Telemark,Drammen,77.77777778,5.0,,,
NOR,Norway,Agder,Kristiansand,93.75,9.375,,,
NOR,Norway,Rogaland,Stavanger,92.1875,15.51724138,,,
NOR,Norway,Troms og Finnmark fylke,Tromso,83.92857143,20.0,,,
NOR,Norway,More og Romsdal,Alesund,95.0,75.0,,,
NOR1,North America,,,,,2019.0,,4.499120942
NOR2,North Macedonia,Greater Skopje,Skopje,10.19417476,45.26315789,,,
NOR2,North Macedonia,Strumica Municipality,Strumica,68.75,28.125,,,
NOR2,North Macedonia,Kumanovo Municipality,Kumanovo,16.66666667,91.66666667,,,
NOR2,North Macedonia,Stip Municipality,Stip,50.0,40.0,,,
NOR2,North Macedonia,Struga Municipality,Struga,35.0,70.0,,,
NOR2,North Macedonia,Tetovo Municipality,Tetovo,10.90909091,65.77669903,,,
NOR2,North Macedonia,Prilep Municipality,Prilep,58.33333333,37.5,,,
NOR2,North Macedonia,Veles Municipality,Veles,25.0,50.0,,,
NOR2,North Macedonia,Gostivar Municipality,Gostivar,66.66666667,83.33333333,,,
NOR2,North Macedonia,Gevgelija Municipality,Gevgelija,100.0,33.33333333,,,
NOR2,North Macedonia,Bitola Municipality,Bitola,35.625,44.44444444,,,
NOR2,North Macedonia,Kicevo Municipality,Kicevo,25.0,37.5,,,
NOR2,North Macedonia,Kocani Municipality,Kocani,12.5,50.0,,,
NOR2,North Macedonia,Ohrid Municipality,Ohrid,82.14285714,28.33333333,,,
NZL,New Zealand,,,,,2019.0,,0.006942615
NZL,New Zealand,Wellington Region,Wellington,95.68965517,27.40384615,,,
NZL,New Zealand,Southland Region,Invercargill,72.22222222,30.0,,,
NZL,New Zealand,Auckland Region,Auckland,78.52348993,41.66666667,,,
NZL,New Zealand,Canterbury Region,Christchurch,80.11363636,33.75,,,
NZL,New Zealand,Otago Region,Dunedin,85.52631579,15.38461538,,,
NZL,New Zealand,Wellington Region,Upper Hutt,100.0,50.0,,,
NZL,New Zealand,Waikato Region,Hamilton,93.42105263,25.0,,,
NZL,New Zealand,,Napier,90.38461538,50.0,,,
NZL,New Zealand,Nelson Region,Nelson,83.33333333,29.16666667,,,
NZL,New Zealand,Bay of Plenty Region,Tauranga,83.92857143,36.36363636,,,
NZL,New Zealand,Bay of Plenty Region,Rotorua,72.91666667,45.0,,,
NZL,New Zealand,,Palmerston North,95.83333333,32.14285714,,,
NZL,New Zealand,,New Plymouth,95.0,15.0,,,
NZL,New Zealand,,Gisborne,0.0,75.0,,,
NZL,New Zealand,Southland Region,Gore,60.0,100.0,,,
NZL,New Zealand,Otago Region,Queenstown,90.625,25.0,,,
NZL,New Zealand,Waikato Region,Matamata,100.0,50.0,,,
NZL,New Zealand,Canterbury Region,Ashburton,80.0,50.0,,,
NZL,New Zealand,Northland Region,Whangarei,80.76923077,53.57142857,,,
NZL,New Zealand,Marlborough District,Blenheim,91.66666667,0.0,,,
NZL,New Zealand,Bay of Plenty Region,Whakatane,100.0,37.5,,,
NZL,New Zealand,Wellington Region,Lower Hutt,100.0,20.83333333,,,
NZL,New Zealand,Hawke's Bay Region,Hastings,85.0,56.25,,,
NZL,New Zealand,Wellington Region,Porirua,100.0,75.0,,,
NZL,New Zealand,Canterbury Region,Timaru,54.16666667,75.0,,,
NZL,New Zealand,Waikato Region,Cambridge,75.0,0.0,,,
NZL,New Zealand,Southland Region,Te Anau,100.0,50.0,,,
NZL,New Zealand,Wellington Region,Masterton,85.71428571,33.33333333,,,
NZL,New Zealand,Bay of Plenty Region,Taupo,100.0,25.0,,,
OCE,Oceania,,,,,2019.0,,0.370715232
OMN,Oman,,,,,2019.0,,0.000102097
OMN,Oman,Muscat Governorate,Muscat,65.57377049,31.73076923,,,
OMN,Oman,Ash Sharqiyah South Governorate,Sur,75.0,25.0,,,
OMN,Oman,Al Batinah North Governorate,Sohar,75.0,66.66666667,,,
OMN,Oman,,Salalah,81.25,56.25,,,
OMN,Oman,Ad Dakhiliyah Governorate,Nizwa,100.0,100.0,,,
OWID_WRL,Mundo,,,,,1950.0,2000000.0,
OWID_WRL,Mundo,,,,,1951.0,2000000.0,
OWID_WRL,Mundo,,,,,1952.0,2000000.0,
OWID_WRL,Mundo,,,,,1953.0,3000000.0,
OWID_WRL,Mundo,,,,,1954.0,3000000.0,
OWID_WRL,Mundo,,,,,1955.0,4000000.0,
OWID_WRL,Mundo,,,,,1956.0,5000000.0,
OWID_WRL,Mundo,,,,,1957.0,5000000.0,
OWID_WRL,Mundo,,,,,1958.0,6000000.0,
OWID_WRL,Mundo,,,,,1959.0,7000000.0,
OWID_WRL,Mundo,,,,,1960.0,8000000.0,
OWID_WRL,Mundo,,,,,1961.0,9000000.0,
OWID_WRL,Mundo,,,,,1962.0,11000000.0,
OWID_WRL,Mundo,,,,,1963.0,13000000.0,
OWID_WRL,Mundo,,,,,1964.0,15000000.0,
OWID_WRL,Mundo,,,,,1965.0,17000000.0,
OWID_WRL,Mundo,,,,,1966.0,20000000.0,
OWID_WRL,Mundo,,,,,1967.0,23000000.0,
OWID_WRL,Mundo,,,,,1968.0,27000000.0,
OWID_WRL,Mundo,,,,,1969.0,32000000.0,
OWID_WRL,Mundo,,,,,1970.0,35000000.0,
OWID_WRL,Mundo,,,,,1971.0,38000000.0,
OWID_WRL,Mundo,,,,,1972.0,44000000.0,
OWID_WRL,Mundo,,,,,1973.0,51000000.0,
OWID_WRL,Mundo,,,,,1975.0,46000000.0,
OWID_WRL,Mundo,,,,,1976.0,54000000.0,
OWID_WRL,Mundo,,,,,1977.0,59000000.0,
OWID_WRL,Mundo,,,,,1978.0,64000000.0,
OWID_WRL,Mundo,,,,,1979.0,71000000.0,
OWID_WRL,Mundo,,,,,1980.0,70000000.0,
OWID_WRL,Mundo,,,,,1981.0,72000000.0,
OWID_WRL,Mundo,,,,,1982.0,73000000.0,
OWID_WRL,Mundo,,,,,1983.0,80000000.0,
OWID_WRL,Mundo,,,,,1984.0,86000000.0,
OWID_WRL,Mundo,,,,,1985.0,90000000.0,
OWID_WRL,Mundo,,,,,1986.0,96000000.0,
OWID_WRL,Mundo,,,,,1987.0,104000000.0,
OWID_WRL,Mundo,,,,,1988.0,110000000.0,
OWID_WRL,Mundo,,,,,1989.0,114000000.0,
OWID_WRL,Mundo,,,,,1990.0,120000000.0,
OWID_WRL,Mundo,,,,,1991.0,124000000.0,
OWID_WRL,Mundo,,,,,1992.0,132000000.0,
OWID_WRL,Mundo,,,,,1993.0,137000000.0,
OWID_WRL,Mundo,,,,,1994.0,151000000.0,
OWID_WRL,Mundo,,,,,1995.0,156000000.0,
OWID_WRL,Mundo,,,,,1996.0,168000000.0,
OWID_WRL,Mundo,,,,,1997.0,180000000.0,
OWID_WRL,Mundo,,,,,1998.0,188000000.0,
OWID_WRL,Mundo,,,,,1999.0,202000000.0,
OWID_WRL,Mundo,,,,,2000.0,213000000.0,
OWID_WRL,Mundo,,,,,2001.0,218000000.0,
OWID_WRL,Mundo,,,,,2002.0,231000000.0,
OWID_WRL,Mundo,,,,,2003.0,241000000.0,
OWID_WRL,Mundo,,,,,2004.0,256000000.0,
OWID_WRL,Mundo,,,,,2005.0,263000000.0,
OWID_WRL,Mundo,,,,,2006.0,280000000.0,
OWID_WRL,Mundo,,,,,2007.0,295000000.0,
OWID_WRL,Mundo,,,,,2008.0,281000000.0,
OWID_WRL,Mundo,,,,,2009.0,288000000.0,
OWID_WRL,Mundo,,,,,2010.0,313000000.0,
OWID_WRL,Mundo,,,,,2011.0,325000000.0,
OWID_WRL,Mundo,,,,,2012.0,338000000.0,
OWID_WRL,Mundo,,,,,2013.0,352000000.0,
OWID_WRL,Mundo,,,,,2014.0,367000000.0,
OWID_WRL,Mundo,,,,,2015.0,381000000.0,
OWID_WRL,Mundo,,,,,2016.0,400050000.0,
OWID_WRL,Mundo,,,,,2017.0,420052500.0,
OWID_WRL,Mundo,,,,,2018.0,441055140.0,
OWID_WRL,Mundo,,,,,2019.0,459746020.0,
PAK,Pakistan,,,,,2019.0,,0.089130928
PAK,Pakistan,Islamabad Capital Territory,Islamabad,67.41803279,51.32743363,,,
PAK,Pakistan,Sindh,Karachi,21.96969697,83.11170213,,,
PAK,Pakistan,Punjab,Lahore,23.41463415,75.51546392,,,
PAK,Pakistan,Punjab,Rawalpindi,33.33333333,79.34782609,,,
PAK,Pakistan,Punjab,Jhelum,87.5,87.5,,,
PAK,Pakistan,Khyber Pakhtunkhwa,Abbottabad,62.5,80.35714286,,,
PAK,Pakistan,Punjab,Faisalabad,25.0,76.92307692,,,
PAK,Pakistan,Punjab,Multan,28.26086957,65.0,,,
PAK,Pakistan,,Quetta,22.5,83.82352941,,,
PAK,Pakistan,Punjab,Gujranwala,18.05555556,54.41176471,,,
PAK,Pakistan,,Bahawalpur,75.0,60.0,,,
PAK,Pakistan,,Muzaffarabad,33.33333333,66.66666667,,,
PAK,Pakistan,Punjab,Sahiwal,75.0,25.0,,,
PAK,Pakistan,Gilgit-Baltistan,Gilgit,75.0,100.0,,,
PAK,Pakistan,Punjab,Layyah,75.0,100.0,,,
PAK,Pakistan,Punjab,Sialkot,37.5,67.70833333,,,
PAK,Pakistan,Punjab,Sargodha,68.75,37.5,,,
PAK,Pakistan,Sindh,Sukkur,50.0,50.0,,,
PAK,Pakistan,Punjab,Gujrat,50.0,87.5,,,
PAK,Pakistan,Punjab,Okara,75.0,50.0,,,
PAK,Pakistan,Punjab,Sheikhupura,50.0,100.0,,,
PAK,Pakistan,Gilgit-Baltistan,Skardu,100.0,75.0,,,
PAK,Pakistan,Khyber Pakhtunkhwa,Mardan,75.0,33.33333333,,,
PAK,Pakistan,Sindh,Mirpur Khas,0.0,100.0,,,
PAK,Pakistan,Punjab,Jhang,50.0,50.0,,,
PAK,Pakistan,,Dadu,50.0,50.0,,,
PAK,Pakistan,Khyber Pakhtunkhwa,Peshawar,29.05405405,55.46875,,,
PAK,Pakistan,Punjab,Chakwal,50.0,50.0,,,
PAK,Pakistan,,Hyderabad,50.0,59.09090909,,,
PAK,Pakistan,Punjab,Attock,75.0,50.0,,,
PAK,Pakistan,,Mirpur,66.66666667,100.0,,,
PAN,Panama,,,,,2019.0,,0.534683468
PAN,Panama,Panama Province,Panama City,49.23076923,67.06349206,,,
PAN,Panama,Chiriqui Province,David,80.0,30.0,,,
PAN,Panama,Panama Province,La Chorrera,25.0,75.0,,,
PAN,Panama,Chiriqui Province,Boquete,90.0,43.75,,,
PAN,Panama,Panama Province,San Miguelito District,50.0,50.0,,,
PAN,Panama,Los Santos Province,Las Tablas,100.0,0.0,,,
PAR,Paraguay,Capital District,Asuncion,39.65517241,67.0,,,
PAR,Paraguay,Alto Parana Department,Ciudad del Este,100.0,0.0,,,
PEO,People's Republic of China,,Beijing,21.36627907,70.78313253,,,
PEO,People's Republic of China,Zhejiang,Hangzhou,25.69444444,62.93103448,,,
PEO,People's Republic of China,Shaanxi,Xi'an,5.952380952,72.05882353,,,
PEO,People's Republic of China,Tibet,Lhasa,12.5,50.0,,,
PEO,People's Republic of China,,Shanghai,25.0,67.58474576,,,
PEO,People's Republic of China,Liaoning,Shenyang,6.25,76.5625,,,
PEO,People's Republic of China,,Chongqing,30.0,63.75,,,
PEO,People's Republic of China,,Tianjin,16.34615385,75.0,,,
PEO,People's Republic of China,Hubei,Wuhan,14.81481481,72.72727273,,,
PEO,People's Republic of China,Guangdong,Shenzhen,44.87179487,67.01388889,,,
PEO,People's Republic of China,Guangdong,Guangzhou,29.32692308,68.47826087,,,
PEO,People's Republic of China,Jiangsu,Nanjing,26.92307692,75.0,,,
PEO,People's Republic of China,Xinjiang,Urumqi,16.66666667,62.5,,,
PEO,People's Republic of China,Guangdong,Jieyang,12.5,50.0,,,
PEO,People's Republic of China,Heilongjiang,Jixi,12.5,50.0,,,
PEO,People's Republic of China,Guizhou,Zunyi,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Jinzhou,0.0,75.0,,,
PEO,People's Republic of China,Sichuan,Zigong,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Chengdu,22.14285714,58.87096774,,,
PEO,People's Republic of China,Henan,Zhengzhou,2.631578947,68.33333333,,,
PEO,People's Republic of China,Jiangxi,Jingdezhen,50.0,75.0,,,
PEO,People's Republic of China,Guangdong,Foshan,28.57142857,50.0,,,
PEO,People's Republic of China,Guangdong,Maoming,25.0,50.0,,,
PEO,People's Republic of China,Guangxi,Liuzhou,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Suzhou,21.96969697,73.21428571,,,
PEO,People's Republic of China,Zhejiang,Wenzhou,10.0,75.0,,,
PEO,People's Republic of China,Jiangsu,Wuxi,12.5,87.5,,,
PEO,People's Republic of China,Zhejiang,Huzhou,5.0,100.0,,,
PEO,People's Republic of China,Zhejiang,Shaoxing,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Ningbo,20.3125,75.0,,,
PEO,People's Republic of China,Heilongjiang,Harbin,14.28571429,57.5,,,
PEO,People's Republic of China,Jiangsu,Xuzhou,12.5,75.0,,,
PEO,People's Republic of China,Jiangsu,Lianyungang,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Suqian,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Huai'an,15.0,25.0,,,
PEO,People's Republic of China,Jiangsu,Yancheng,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Yangzhou,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Taizhou,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Nantong,7.142857143,58.33333333,,,
PEO,People's Republic of China,Jiangsu,Zhenjiang,12.5,62.5,,,
PEO,People's Republic of China,Jiangsu,Changzhou,4.166666667,62.5,,,
PEO,People's Republic of China,Zhejiang,Jiaxing,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Jinhua,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Quzhou,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Lishui,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Zhoushan,12.5,50.0,,,
PEO,People's Republic of China,Hebei,Shijiazhuang,0.0,100.0,,,
PEO,People's Republic of China,Hebei,Tangshan,0.0,50.0,,,
PEO,People's Republic of China,Hebei,Qinhuangdao,0.0,50.0,,,
PEO,People's Republic of China,Hebei,Xingtai,0.0,50.0,,,
PEO,People's Republic of China,Hebei,Baoding,35.71428571,33.33333333,,,
PEO,People's Republic of China,Hebei,Zhangjiakou,0.0,50.0,,,
PEO,People's Republic of China,Hebei,Chengde,0.0,50.0,,,
PEO,People's Republic of China,Hebei,Cangzhou,0.0,25.0,,,
PEO,People's Republic of China,Hebei,Langfang,0.0,50.0,,,
PEO,People's Republic of China,Hebei,Hengshui,0.0,50.0,,,
PEO,People's Republic of China,Guangdong,Zhuhai,41.66666667,65.0,,,
PEO,People's Republic of China,Guangdong,Shantou,25.0,50.0,,,
PEO,People's Republic of China,Guangdong,Shaoguan,25.0,50.0,,,
PEO,People's Republic of China,Guangdong,Jiangmen,12.5,50.0,,,
PEO,People's Republic of China,Guangdong,Zhanjiang,35.0,50.0,,,
PEO,People's Republic of China,Guangdong,Zhaoqing,12.5,50.0,,,
PEO,People's Republic of China,Guangdong,Huizhou,25.0,50.0,,,
PEO,People's Republic of China,Guangdong,Meizhou,25.0,50.0,,,
PEO,People's Republic of China,Guangdong,Shanwei,30.0,50.0,,,
PEO,People's Republic of China,Guangdong,Heyuan,40.0,0.0,,,
PEO,People's Republic of China,Guangdong,Yangjiang,20.0,100.0,,,
PEO,People's Republic of China,Guangdong,Dongguan,35.0,50.0,,,
PEO,People's Republic of China,Guangdong,Zhongshan,29.16666667,87.5,,,
PEO,People's Republic of China,Guangdong,Chaozhou,25.0,50.0,,,
PEO,People's Republic of China,Guangdong,Yunfu,25.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Taicang,0.0,100.0,,,
PEO,People's Republic of China,Fujian,Nanping,37.5,50.0,,,
PEO,People's Republic of China,Fujian,Putian,35.0,50.0,,,
PEO,People's Republic of China,Fujian,Sanming,25.0,50.0,,,
PEO,People's Republic of China,Fujian,Quanzhou,25.0,75.0,,,
PEO,People's Republic of China,Fujian,Xiamen,61.11111111,48.21428571,,,
PEO,People's Republic of China,Fujian,Zhangzhou,0.0,50.0,,,
PEO,People's Republic of China,Fujian,Longyan,25.0,50.0,,,
PEO,People's Republic of China,Fujian,Ningde,25.0,50.0,,,
PEO,People's Republic of China,Qinghai,Xining,5.0,75.0,,,
PEO,People's Republic of China,Hubei,Shiyan,0.0,50.0,,,
PEO,People's Republic of China,Hubei,Jingzhou,0.0,50.0,,,
PEO,People's Republic of China,Hubei,Yichang,0.0,50.0,,,
PEO,People's Republic of China,Hubei,Xiangyang,15.0,50.0,,,
PEO,People's Republic of China,Hubei,Huanggang,0.0,100.0,,,
PEO,People's Republic of China,Shanxi,Taiyuan,0.0,100.0,,,
PEO,People's Republic of China,Shanxi,Datong,12.5,50.0,,,
PEO,People's Republic of China,Shanxi,Yangquan,0.0,50.0,,,
PEO,People's Republic of China,Shanxi,Changzhi,0.0,50.0,,,
PEO,People's Republic of China,Shanxi,Jincheng,0.0,50.0,,,
PEO,People's Republic of China,Shanxi,Jinzhong,0.0,50.0,,,
PEO,People's Republic of China,Shanxi,Xinzhou,0.0,50.0,,,
PEO,People's Republic of China,Shanxi,Linfen,22.22222222,55.0,,,
PEO,People's Republic of China,Liaoning,Dalian,26.78571429,50.0,,,
PEO,People's Republic of China,Liaoning,Fushun,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Benxi,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Dandong,16.66666667,37.5,,,
PEO,People's Republic of China,Liaoning,Yingkou,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Panjin,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Tieling,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Huludao,0.0,50.0,,,
PEO,People's Republic of China,Jilin,Changchun,16.66666667,56.81818182,,,
PEO,People's Republic of China,Jilin,Liaoyuan,12.5,50.0,,,
PEO,People's Republic of China,Jilin,Baishan,0.0,50.0,,,
PEO,People's Republic of China,Jilin,Baicheng,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Chuzhou,0.0,50.0,,,
PEO,People's Republic of China,Shaanxi,Weinan,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Hengyang,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Zaozhuang,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Yueyang,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Dezhou,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Jinan,15.27777778,46.42857143,,,
PEO,People's Republic of China,Shandong,Qingdao,50.73529412,62.93103448,,,
PEO,People's Republic of China,Jiangxi,Nanchang,19.44444444,70.0,,,
PEO,People's Republic of China,Hunan,Changsha,35.52631579,46.42857143,,,
PEO,People's Republic of China,Guangxi,Nanning,30.35714286,75.0,,,
PEO,People's Republic of China,Yunnan,Kunming,58.92857143,72.5,,,
PEO,People's Republic of China,Gansu,Lanzhou,28.125,50.0,,,
PEO,People's Republic of China,Anhui,Hefei,25.0,75.0,,,
PEO,People's Republic of China,Guangxi,Guilin,12.5,50.0,,,
PEO,People's Republic of China,Hainan,Haikou,60.0,37.5,,,
PEO,People's Republic of China,Jiangsu,Zhangjiagang,15.0,100.0,,,
PEO,People's Republic of China,Hunan,Zhangjiajie,0.0,50.0,,,
PEO,People's Republic of China,Gansu,Zhangye,0.0,50.0,,,
PEO,People's Republic of China,Yunnan,Zhaotong,50.0,50.0,,,
PEO,People's Republic of China,Shandong,Zhaoyuan,0.0,50.0,,,
PEO,People's Republic of China,Henan,Zhoukou,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Zhuji,0.0,50.0,,,
PEO,People's Republic of China,Henan,Zhumadian,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Zhuzhou,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Zibo,0.0,50.0,,,
PEO,People's Republic of China,Heilongjiang,Qiqihar,12.5,50.0,,,
PEO,People's Republic of China,Henan,Kaifeng,0.0,100.0,,,
PEO,People's Republic of China,Guangxi,Beihai,21.875,75.0,,,
PEO,People's Republic of China,Shandong,Yantai,20.83333333,50.0,,,
PEO,People's Republic of China,Ningxia,Yinchuan,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Xiangtan,0.0,50.0,,,
PEO,People's Republic of China,Gansu,Wuwei,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Yongzhou,0.0,50.0,,,
PEO,People's Republic of China,Heilongjiang,Daqing,12.5,50.0,,,
PEO,People's Republic of China,Hainan,Sanya,70.0,0.0,,,
PEO,People's Republic of China,Shandong,Heze,0.0,50.0,,,
PEO,People's Republic of China,Heilongjiang,Shuangyashan,12.5,50.0,,,
PEO,People's Republic of China,Anhui,Wuhu,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Huainan,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Anqing,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Fuyang,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Lu'an,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Bozhou,0.0,50.0,,,
PEO,People's Republic of China,Anhui,Xuancheng,0.0,50.0,,,
PEO,People's Republic of China,Jiangxi,Ganzhou,0.0,50.0,,,
PEO,People's Republic of China,Jiangxi,Fuzhou,50.0,25.0,,,
PEO,People's Republic of China,Jiangxi,Shangrao,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Dongying,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Jining,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Weihai,12.5,50.0,,,
PEO,People's Republic of China,Shandong,Rizhao,10.71428571,37.5,,,
PEO,People's Republic of China,Shandong,Linyi,4.166666667,87.5,,,
PEO,People's Republic of China,Shandong,Liaocheng,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Binzhou,0.0,50.0,,,
PEO,People's Republic of China,Henan,Pingdingshan,15.0,75.0,,,
PEO,People's Republic of China,Henan,Xinxiang,0.0,100.0,,,
PEO,People's Republic of China,Henan,Jiaozuo,0.0,50.0,,,
PEO,People's Republic of China,Henan,Puyang,0.0,50.0,,,
PEO,People's Republic of China,Henan,Xuchang,0.0,50.0,,,
PEO,People's Republic of China,Henan,Luohe,0.0,50.0,,,
PEO,People's Republic of China,Henan,Sanmenxia,0.0,50.0,,,
PEO,People's Republic of China,Henan,Nanyang,0.0,50.0,,,
PEO,People's Republic of China,Henan,Shangqiu,0.0,50.0,,,
PEO,People's Republic of China,Henan,Xinyang,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Changde,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Yiyang,0.0,50.0,,,
PEO,People's Republic of China,Hunan,Chenzhou,0.0,50.0,,,
PEO,People's Republic of China,Xinjiang,Aksu,75.0,100.0,,,
PEO,People's Republic of China,Sichuan,Panzhihua,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Luzhou,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Deyang,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Mianyang,10.71428571,87.5,,,
PEO,People's Republic of China,Sichuan,Guangyuan,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Suining,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Leshan,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Nanchong,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Yibin,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Dazhou,0.0,50.0,,,
PEO,People's Republic of China,Sichuan,Ya'an,0.0,50.0,,,
PEO,People's Republic of China,Guizhou,Liupanshui,0.0,50.0,,,
PEO,People's Republic of China,Guizhou,Anshun,37.5,50.0,,,
PEO,People's Republic of China,Guizhou,Tongren,25.0,50.0,,,
PEO,People's Republic of China,Yunnan,Qujing,25.0,50.0,,,
PEO,People's Republic of China,Yunnan,Yuxi,25.0,50.0,,,
PEO,People's Republic of China,Shaanxi,Xianyang,0.0,50.0,,,
PEO,People's Republic of China,Shaanxi,Tongchuan,0.0,50.0,,,
PEO,People's Republic of China,Shaanxi,Baoji,0.0,50.0,,,
PEO,People's Republic of China,Shaanxi,Hanzhong,0.0,100.0,,,
PEO,People's Republic of China,Shaanxi,Ankang,25.0,75.0,,,
PEO,People's Republic of China,Gansu,Jinchang,20.0,0.0,,,
PEO,People's Republic of China,Gansu,Tianshui,0.0,50.0,,,
PEO,People's Republic of China,Gansu,Pingliang,0.0,50.0,,,
PEO,People's Republic of China,Inner Mongolia,Hohhot,0.0,50.0,,,
PEO,People's Republic of China,Inner Mongolia,Baotou,28.57142857,33.33333333,,,
PEO,People's Republic of China,Inner Mongolia,Wuhai,0.0,50.0,,,
PEO,People's Republic of China,Inner Mongolia,Chifeng,0.0,50.0,,,
PEO,People's Republic of China,Guangxi,Qinzhou,0.0,50.0,,,
PEO,People's Republic of China,Guangxi,Guigang,12.5,50.0,,,
PEO,People's Republic of China,Ningxia,Shizuishan,0.0,50.0,,,
PEO,People's Republic of China,Liaoning,Wafangdian,0.0,50.0,,,
PEO,People's Republic of China,Xinjiang,Karamay,12.5,50.0,,,
PEO,People's Republic of China,Shandong,Laizhou,0.0,50.0,,,
PEO,People's Republic of China,Xinjiang,Korla,0.0,50.0,,,
PEO,People's Republic of China,Zhejiang,Yiwu,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Yixing,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Changshu,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Jiangyin,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Rongcheng,12.5,50.0,,,
PEO,People's Republic of China,Zhejiang,Lin'an,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Laixi,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Rushan,0.0,50.0,,,
PEO,People's Republic of China,Jiangsu,Jurong,0.0,50.0,,,
PEO,People's Republic of China,Shandong,Shouguang,0.0,50.0,,,
